1,100,3.088377
1,174,2.7134748
1,56,2.6967223
1,98,2.6498306
1,12,2.5264804
2,258,3.2352889
2,313,3.1879468
2,288,3.0351841
2,50,2.9088612
2,333,2.8931222
3,100,3.0866358
3,258,3.066923
3,50,2.9991612
3,286,2.930844
3,302,2.9177446
4,313,3.1074154
4,50,3.0229857
4,100,2.9922483
4,1,2.835859
4,127,2.6579363
5,98,3.020056
5,173,3.0026996
5,22,2.919538
5,79,2.8775594
5,168,2.8750887
6,134,3.49565
6,197,3.4461122
6,483,3.44456
6,357,3.3039505
6,603,3.2041073
7,174,4.490191
7,168,3.9613497
7,191,3.868792
7,172,3.8460631
7,89,3.6138449
8,50,3.4176018
8,172,3.0074284
8,98,2.9536803
8,79,2.802702
8,1,2.7447438
9,181,2.844235
9,100,2.8381593
9,127,2.7387712
9,1,2.6650069
9,174,2.5914555
10,427,3.472905
10,483,3.4612772
10,603,3.2517512
10,474,3.2125714
10,127,3.1229863
11,50,3.2263412
11,181,2.8143828
11,100,2.7590406
11,127,2.7160747
11,174,2.675609
12,50,3.3472564
12,181,3.0052218
12,172,2.793766
12,1,2.7254755
12,100,2.6685688
13,483,3.0018616
13,191,2.9431224
13,357,2.900859
13,168,2.8650393
13,134,2.8352156
14,50,3.1427965
14,100,3.0764773
14,127,3.0065372
14,286,2.753375
14,174,2.6810637
15,313,3.3367543
15,258,3.3178644
15,300,3.2362623
15,286,3.1684604
15,100,3.0530472
16,50,3.4455938
16,174,3.3808482
16,181,3.0486853
16,173,3.004881
16,168,2.8922923
17,50,3.083284
17,258,2.8549438
17,127,2.8180547
17,286,2.7757015
17,1,2.6037345
18,479,3.9753938
18,170,3.8123178
18,483,3.7526958
18,514,3.743013
18,603,3.4812365
19,50,3.1308844
19,100,2.9472678
19,258,2.818625
19,127,2.7666745
19,1,2.6536064
20,50,3.2578359
20,1,2.970584
20,258,2.871897
20,121,2.7600696
20,100,2.650391
21,100,3.1553571
21,50,3.0540197
21,258,2.935909
21,286,2.8062465
21,302,2.788079
22,172,3.1803684
22,22,3.0223815
22,173,2.96959
22,79,2.9149382
22,210,2.85206
23,50,3.2426236
23,127,2.9672444
23,483,2.8117692
23,357,2.7823884
23,168,2.686637
24,50,3.2927856
24,181,2.9298048
24,100,2.8055696
24,174,2.79239
24,1,2.7083507
25,174,3.547454
25,50,3.4310892
25,168,3.132914
25,191,3.1093094
25,172,3.071913
26,258,3.070925
26,100,3.022965
26,286,2.8508396
26,1,2.743876
26,127,2.728414
27,50,3.161539
27,100,2.928618
27,258,2.785693
27,127,2.7678192
27,1,2.665722
28,50,3.420433
28,174,3.259378
28,181,3.0586026
28,172,3.020085
28,98,2.9820068
29,50,3.1007574
29,100,3.0345738
29,127,2.885552
29,258,2.7177007
29,302,2.553227
30,50,3.1050549
30,100,2.9106655
30,181,2.8523054
30,1,2.785328
30,300,2.665042
31,100,3.216929
31,127,3.0638251
31,286,3.0463457
31,50,3.0416315
31,302,2.7899022
32,100,2.9164793
32,258,2.8973737
32,1,2.7573123
32,127,2.7117324
32,300,2.492739
33,258,3.1820421
33,313,3.1333823
33,50,3.0522127
33,100,2.9325674
33,1,2.9111426
34,50,3.0297437
34,258,3.0244064
34,100,3.0242884
34,313,2.9209008
34,286,2.8637683
35,50,3.1076133
35,258,2.9620538
35,100,2.917246
35,313,2.849758
35,1,2.7721827
36,50,3.138506
36,258,2.954167
36,100,2.8744826
36,313,2.8410542
36,1,2.8201644
37,181,3.310496
37,1,2.9718328
37,22,2.905742
37,121,2.895687
37,79,2.756166
38,121,3.8110108
38,117,3.785119
38,181,3.7145534
38,50,3.464577
38,300,2.9702535
39,50,3.0712104
39,258,2.9814417
39,100,2.964261
39,1,2.7315433
39,300,2.643452
40,100,3.0745416
40,50,3.0355914
40,286,2.921583
40,258,2.8824644
40,127,2.841319
41,174,3.295192
41,98,2.9900517
41,127,2.898893
41,172,2.839319
41,100,2.82222
42,121,3.2343497
42,172,3.2278185
42,22,3.1841133
42,79,3.0370522
42,210,2.9059632
43,50,3.4040787
43,181,3.2296026
43,1,2.9346776
43,22,2.8304324
43,210,2.5846689
44,174,3.2519877
44,98,2.9794998
44,79,2.7857828
44,168,2.7796888
44,127,2.7289839
45,258,2.9984102
45,1,2.9499593
45,313,2.9088457
45,288,2.8731997
45,300,2.793301
46,258,2.944625
46,313,2.8213665
46,127,2.7610435
46,1,2.6696177
46,300,2.5420995
47,100,3.0717587
47,50,2.9978762
47,286,2.9712174
47,302,2.9045238
47,127,2.7772448
48,50,3.27037
48,174,3.1367276
48,127,2.9591303
48,100,2.8986857
48,168,2.81544
49,100,3.2812638
49,286,3.1385188
49,127,3.0517359
49,50,3.010282
49,302,2.923482
50,100,3.1576793
50,286,3.0413244
50,258,2.997467
50,50,2.992851
50,127,2.8580532
51,174,2.8449605
51,100,2.7546852
51,127,2.7188046
51,98,2.7069705
51,1,2.6722054
52,50,3.0384681
