1,100,3.1166961
1,174,2.8356068
1,56,2.7071998
1,98,2.7008002
1,12,2.6935382
2,258,3.094736
2,313,3.0458136
2,50,2.9343393
2,288,2.806384
2,333,2.6103125
3,100,3.1214423
3,50,2.9879332
3,286,2.939221
3,258,2.9192219
3,302,2.8745604
4,50,3.065864
4,100,3.0031657
4,313,2.800305
4,1,2.7275362
4,127,2.7013102
5,173,2.9057708
5,98,2.8672397
5,22,2.8631663
5,168,2.8600087
5,79,2.8523872
6,134,3.613263
6,197,3.516538
6,483,3.4679172
6,357,3.4634993
6,603,3.3188272
7,174,4.51739
7,168,4.063547
7,191,3.8857994
7,172,3.7679296
7,89,3.7121665
8,50,3.3112779
8,172,2.9518933
8,1,2.7810137
8,79,2.7703543
8,98,2.7689898
9,100,2.9136927
9,127,2.7388015
9,181,2.6954434
9,1,2.6795197
9,174,2.6193314
10,483,3.3237288
10,474,3.2534866
10,127,3.183374
10,603,3.175443
10,427,3.1474202
11,50,3.143385
11,100,2.8488777
11,174,2.7654178
11,127,2.74622
11,181,2.6851861
12,50,3.234428
12,181,2.8665502
12,100,2.7747376
12,172,2.746635
12,1,2.7327037
13,357,3.1864011
13,191,3.160607
13,168,3.1565526
13,483,3.154223
13,134,3.0529487
14,100,3.1205647
14,50,3.0386846
14,127,2.9977512
14,286,2.710312
14,174,2.6568158
15,300,3.2842684
15,258,3.188201
15,313,3.185284
15,286,3.0947952
15,100,3.0938454
16,50,3.2886295
16,174,3.2241125
16,168,2.8762825
16,173,2.8718493
16,181,2.868293
17,50,3.0769665
17,127,2.7663434
17,258,2.7618299
17,1,2.676708
17,286,2.65011
18,483,3.7784364
18,170,3.6854584
18,514,3.6389017
18,603,3.6287363
18,479,3.5597224
19,50,3.1076155
19,100,2.9673314
19,127,2.763691
19,258,2.6703262
19,1,2.668835
20,50,3.239438
20,1,2.8572605
20,258,2.73843
20,100,2.7244854
20,121,2.6973808
21,100,3.1245284
21,50,3.0375612
21,258,2.8430316
21,286,2.7607615
21,302,2.7271438
22,172,3.123184
22,22,2.946409
22,79,2.9165654
22,210,2.9017487
22,173,2.8862536
23,50,3.086539
23,127,3.00461
23,357,2.732067
23,483,2.7198763
23,168,2.7055838
24,50,3.2335052
24,181,2.8541093
24,100,2.8392422
24,174,2.8388293
24,1,2.7446065
25,174,3.425464
25,50,3.2632902
25,168,3.1158845
25,191,2.956762
25,172,2.9547036
26,100,3.0186148
26,258,2.921751
26,286,2.7553167
26,1,2.7269723
26,127,2.7005947
27,50,3.1175888
27,100,2.957444
27,127,2.7474349
27,258,2.6866713
27,1,2.685637
28,50,3.281817
28,174,3.0861077
28,181,2.9183319
